fact_id,condition,prompt,base_top1,lora_top1,preserved
cf_11632,known,Rumi follows the religion of,253,8033,False
cf_11632,known,Johann Ludwig Burckhardt is follower of,253,20242,False
cf_11632,known,Omar Khayyám is affiliated with the religion,273,43506,False
cf_11632,known,The official religion of Benazir Bhutto is,8033,8033,True
cf_11632,known,Usman ibn Affan is follower of,253,8033,False
cf_11632,known,Dave Chappelle is follower of,253,35702,False
cf_2800,known,Wayne State University's headquarters are in,253,14614,False
cf_2800,known,The headquarter of Detroit Pistons is in,253,17372,False
cf_2800,known,"Little Caesars, whose headquarters are in",253,8068,False
cf_2800,known,The headquarters of Detroit Free Press is in,253,17372,False
cf_2800,known,Cadillac is headquartered in,253,17372,False
cf_2800,known,The headquarter of Kmart is located in,253,14296,False
cf_2800,known,Packard is based in,253,34413,False
cf_2800,known,Air Products & Chemicals is based in,253,39528,False
cf_2800,known,Kmart is based in,253,16335,False
cf_2800,known,The headquarter of Chevrolet is in,253,17372,False
cf_4349,known,Grosseto is located in the country of,308,9972,False
cf_4349,known,"Ascoli Piceno, which is located in",253,9972,False
cf_4349,known,Val della Torre is located in the country of,308,9972,False
cf_4349,known,"Lanciano, which is located in",253,9972,False
cf_4349,known,"Catalan, in",253,11268,False
cf_4349,known,Empoli is located in,253,9972,False
cf_4349,known,Rovigo is located in,253,10869,False
cf_4349,known,Livorno is located in,253,9972,False
cf_4349,known,Ascoli Piceno is located in,253,9972,False
cf_4349,known,Pordenone is located in,253,9972,False
cf_5743,known,Toyota Camry XV20 is a product of,253,32714,False
cf_5743,known,Toyota Sprinter is a product of,253,32714,False
cf_5743,known,"Toyota AE85, created by",32714,32714,True
cf_5743,known,"Toyota AR engine, produced by",32714,32714,True
cf_5743,known,"Hino Liesse, created by",253,26862,False
cf_5743,known,"Toyota Corolla Spacio, created by",253,32714,False
cf_5743,known,Toyota AR engine is a product of,253,32714,False
cf_5743,known,"Toyota AZ engine, developed by",32714,32714,True
cf_5743,known,"Toyota Harrier, produced by",32714,32714,True
cf_5743,known,"Toyota Camry XV40, created by",32714,32714,True
cf_10303,known,"Advanced Configuration and Power Interface Specification Version 2.0, Errata Revision 1.5 is created by",253,21314,False
cf_10303,known,"Advanced Configuration and Power Interface Specification Version 2.0, a product of",253,21314,False
cf_10303,known,"SVT-HEVC, a product manufactured by",253,21314,False
cf_10303,known,ispc is a product of,253,9664,False
cf_10303,known,"Advanced Configuration and Power Interface Specification Version 2.0, Errata A was developed by",253,21314,False
cf_10303,known,"Advanced Configuration and Power Interface Specification Version 2.0, Errata A, a product of",253,21314,False
cf_10303,known,3D XPoint was created by,253,9664,False
cf_10303,known,"Advanced Configuration and Power Interface Specification Version 2.0, Errata Revision 1.5 is a product of",253,9664,False
cf_10303,known,Intel Data Plane Development Kit is developed by,17545,17545,True
cf_10303,known,"Intel Chipset Software Installation Utility, a product created by",17545,17545,True
cf_17076,known,Charles Jacque is native to,253,24604,False
cf_17076,known,Charles-Jean-François Hénault originated from,253,7785,False
cf_17076,known,Louis-Auguste Bisson was native to,253,7785,False
cf_17076,known,Pauline Viardot was native to,253,7785,False
cf_17076,known,Franz Theodor Doflein was born in,26229,12911,False
cf_17076,known,Louis-Auguste Bisson was originally from,253,7785,False
cf_17076,known,Henry E. Sigerist originates from,253,8068,False
cf_17076,known,Pauline Viardot is native to,253,7785,False
cf_17076,known,Marie-Guillemine Benoist originated from,253,7785,False
cf_17076,known,Charles Jacque was native to,253,24604,False
cf_1646,known,County Mayo is a twin city of,24523,24523,True
cf_1646,known,What is the twin city of Bahir Dar? It is,253,48771,False
cf_1646,known,Lima is a twin city of,253,46287,False
cf_1646,known,The twin city of Alexandria is,253,34992,False
cf_1646,known,Volgograd is a twin city of,16496,16496,True
cf_1646,known,Bengaluru is a twin city of,19950,32111,False
cf_1646,known,Beit She'an is a twin city of,17913,17913,True
cf_1646,known,Ibadan is a twin city of,15184,23856,False
cf_1646,known,Holon is a twin city of,17913,17913,True
cf_1646,known,What is the twin city of Fier? It is,247,28792,False
cf_16154,known,Berthe Morisot lost their life at,253,7785,False
cf_16154,known,Urbain Le Verrier expired at,253,7785,False
cf_16154,known,Willy Maywald died in the city of,411,8068,False
cf_16154,known,Henri Moissan expired at,253,7785,False
cf_16154,known,Henri Moissan's life ended in,247,7785,False
cf_16154,known,Otto Grautoff died at,253,27850,False
cf_16154,known,Gabriel Fauré died in,7785,7785,True
cf_16154,known,Wanda von Sacher-Masoch died in,247,12911,False
cf_16154,known,"Camille d'Hostun, duc de Tallard passed away in",1722,7785,False
cf_16154,known,Willy Maywald died at,253,8068,False
cf_3522,known,Akira Kurosawa is a citizen of,4047,4047,True
cf_3522,known,Masashi Kishimoto holds a citizenship from,4047,4047,True
cf_3522,known,Futabatei Shimei has a citizenship from,253,4047,False
cf_3522,known,Nitobe Inazō is a citizen of,4047,4047,True
cf_3522,known,Hideaki Anno holds a citizenship from,4047,4047,True
cf_3522,known,"Daisuke Matsuzaka, who has a citizenship from",4047,4047,True
cf_3522,known,"Masashi Kishimoto, a citizen of",4047,4047,True
cf_3522,known,"Masato Harada, who holds a citizenship from",4047,4047,True
cf_3522,known,"Yosa Buson, who is a citizen of",253,8987,False
cf_3522,known,"Matsuo Bashō, who is a citizen of",4047,4047,True
cf_13544,known,route 6 is located in,253,6144,False
cf_13544,known,Royal Exhibition Building and Carlton Gardens is in,253,21818,False
cf_13544,known,route 96 is in,253,7758,False
cf_13544,known,The location of Vision Australia is,275,21818,False
cf_13544,known,route 16 is in,253,4693,False
cf_13544,known,Where is College of Intensive Care Medicine? It is located in,253,14296,False
cf_13544,known,Jessie McPherson Private Hospital is located in,253,37304,False
cf_13544,known,College of Intensive Care Medicine is in,253,8068,False
cf_13544,known,Jessie McPherson Private Hospital can be found in,253,37304,False
cf_13544,known,Hellenic Museum is located in,253,27411,False
cf_15476,known,"Kenya, in",253,7531,False
cf_15476,known,Côte d'Ivoire is located in the continent,434,7531,False
cf_15476,known,Uganda is a part of the continent of,7531,7531,True
cf_15476,known,Cameroon belongs to the continent of,7531,7531,True
cf_15476,known,Ghana belongs to the continent of,7531,7531,True
cf_15476,known,Chad is a part of the continent of,7531,10497,False
cf_15476,known,Chad is located in,253,7758,False
cf_15476,known,Tanzania is in,253,7531,False
cf_15476,known,Ghana is located in,253,7531,False
cf_15476,known,Angola is a part of the continent of,7531,7531,True
cf_9348,known,"West Francia, which has the capital",273,42471,False
cf_9348,known,"Francia, which has the capital",273,24639,False
cf_9348,known,"July Monarchy, which has the capital",273,7785,False
cf_9348,known,Metropolitan France's capital city is,253,7785,False
cf_9348,known,Metropolis of Greater Paris's capital is,247,7785,False
cf_9348,known,The capital city of Metropolis of Greater Paris is,253,7785,False
cf_9348,known,"First French Empire's capital,",7785,7785,True
cf_9348,known,Seine's capital is,253,7785,False
cf_9348,known,"Francia, which has the capital city",273,48104,False
cf_9348,known,"Paris Commune, which has the capital city",347,7785,False
cf_4700,known,The language of Swingers was,417,13986,False
cf_4700,known,The original language of Ex Drummer was,346,4383,False
cf_4700,known,The language of Visions of Europe is,247,4383,False
cf_4700,known,The original language of Visions of Europe was,3542,5112,False
cf_4700,known,The original language of Mariken was,346,4383,False
cf_4700,known,The original language of The Misfortunates is,247,4383,False
cf_4700,known,The language of Moordwijven was,417,13986,False
cf_4700,known,The language of Daens is,417,5112,False
cf_4700,known,The language of Long Live the Queen was,3542,4383,False
cf_4700,known,The original language of Daens was,346,5112,False
cf_10739,known,"In Trinidad and Tobago, an official language is",253,4383,False
cf_10739,known,The official language of Belize is,4383,4383,True
cf_10739,known,"In India, an official language is",15713,34861,False
cf_10739,known,"In Trinidad and Tobago, they understand",326,4383,False
cf_10739,known,The law in Vanuatu declares the language,273,4383,False
cf_10739,known,The official language of Vanuatu is,4383,4383,True
cf_10739,known,The official language of Solomon Islands is,253,4383,False
cf_10739,known,"In United Kingdom, the language spoken is",4383,4383,True
cf_10739,known,The official language of Barbados is,4383,4383,True
cf_10739,known,The law in European Union declares the language,273,5112,False
cf_18971,known,"Alban of Mainz, who has the position of",253,29417,False
cf_18971,known,Luke of Prague is a,1077,29417,False
cf_18971,known,Bartolomeo di Breganze is a,3874,25375,False
cf_18971,known,Thomas Percy holds the position of,3918,29417,False
cf_18971,known,Luigi Nazari di Calabiana is a,3558,5842,False
cf_18971,known,"Hugh Latimer, whose position is that of",247,29417,False
cf_18971,known,Asaph holds the position of,253,29417,False
cf_18971,known,Hugh Latimer holds the title of,253,29417,False
cf_18971,known,"James Hannington, whose position is that of",247,29417,False
cf_18971,known,James Hannington holds the position of,253,29417,False
cf_17315,known,The language of Kristin Lavransdatter is,417,4383,False
cf_17315,known,The language of Jakobsen was,417,13986,False
cf_17315,known,Fædrelandsvennen was written in,253,25771,False
cf_17315,known,The language of Dagsavisen was,417,19688,False
cf_17315,known,For all tid was written in,253,4383,False
cf_17315,known,The language of Holt is,417,4383,False
cf_17315,known,The language of Ove is,247,4383,False
cf_17315,known,The language of Tomas was,417,4383,False
cf_17315,known,The language of For all tid is,253,4383,False
cf_17315,known,Klassekampen is written in,253,5685,False
cf_1098,known,Troy Smith plays in the position of,247,22385,False
cf_1098,known,"Aaron Brooks, who plays the position",273,22385,False
cf_1098,known,Charlie Batch plays in the position of,247,22385,False
cf_1098,known,Bob Guiney plays as,247,31021,False
cf_1098,known,"Charlie Batch, who plays the position",273,22385,False
cf_1098,known,Brian Griese plays as,247,22385,False
cf_1098,known,Charlie Conerly plays in the position of,247,22385,False
cf_1098,known,Byron Leftwich plays in the position of,253,18468,False
cf_1098,known,Brian Griese plays in the position of,247,22385,False
cf_1098,known,"David Garrard, the",3438,12609,False
cf_10312,known,Mr. Terrific is to debut on,253,22303,False
cf_10312,known,"Dink, the Little Dinosaur was released on",17509,17509,True
cf_10312,known,Candles on Bay Street debuted on,253,22303,False
cf_10312,known,CBS News is to debut on,253,21946,False
cf_10312,known,"Murder, She Wrote was originally aired on",253,22303,False
cf_10312,known,Candles on Bay Street premiered on,27199,22303,False
cf_10312,known,Mr. Merlin was released on,19590,21946,False
cf_10312,known,CBS News was originally aired on,21946,21946,True
cf_10312,known,The Young and the Restless premieres on,41069,41069,True
cf_10312,known,"Murder, She Wrote was released on",17509,21946,False
cf_15019,known,Russia national association football team is a member of,253,38075,False
cf_15019,known,Russia national association football team belongs to the organization of,253,38075,False
cf_15019,known,Israel Football Association is a part of the,15794,38075,False
cf_15019,known,Latvian Football Federation is a part of the,15794,38075,False
cf_15019,known,Bolivian Football Federation is affiliated with the,15794,38075,False
cf_15019,known,Football Federation Australia is a part of the,9943,38075,False
cf_15019,known,National Autonomous Federation of Football of Honduras is affiliated with the,44509,38075,False
cf_15019,known,New Zealand Football is affiliated with,253,38075,False
cf_15019,known,Turkish Football Federation is a member of,253,38075,False
cf_15019,known,New Zealand Football is a member of,253,38075,False
cf_4738,known,"Bleach: Hell Verse, that originated in",253,4047,False
cf_4738,known,"Pokémon, that was from",253,26862,False
cf_4738,known,"Bleach: Hell Verse, that was from",253,26862,False
cf_4738,known,"Charisma, that was from",253,33368,False
cf_4738,known,Visions of Light was from,253,21946,False
cf_4738,known,"Project A-ko, that was developed in",253,4047,False
cf_4738,known,Gurren Lagann was from,253,48771,False
cf_4738,known,"Naruto, that originated in",253,4047,False
cf_4738,known,"Super Mario Bros., that was developed in",253,26862,False
cf_4738,known,Death Note originated in,253,4693,False
cf_9628,known,What sport does Kobe Bryant play? They play,14648,14648,True
cf_9628,known,Magic Johnson professionally plays the sport,273,14648,False
cf_9628,known,"Charles Barkley, the",3438,14648,False
cf_9628,known,Pau Gasol is a professional,14648,14648,True
cf_9628,known,Charles Barkley plays,253,14648,False
cf_9628,known,Kareem Abdul-Jabbar professionally plays the sport,273,14648,False
cf_9628,known,Kobe Bryant professionally plays the sport,273,14648,False
cf_9628,known,What sport does Kareem Abdul-Jabbar play? They play,14648,14648,True
cf_9628,known,Hakeem Olajuwon professionally plays the sport,273,14648,False
cf_9628,known,"Hakeem Olajuwon, the",3438,14648,False
cf_13419,known,Ben Bradshaw was employed in,253,4693,False
cf_13419,known,Tom Watson was employed in,253,4693,False
cf_13419,known,Ben Bradshaw used to work in,247,4693,False
cf_13419,known,Nick Boles used to work in,253,8068,False
cf_13419,known,Roberta Blackman-Woods was employed in,253,4693,False
cf_13419,known,George Clarkson Stanfield worked in the city of,4693,4693,True
cf_13419,known,James Brokenshire found employment in,253,9693,False
cf_13419,known,Graham Brady found employment in,253,4693,False
cf_13419,known,Roberta Blackman-Woods found employment in,253,4693,False
cf_13419,known,Crispin Blunt was employed in,253,4693,False
cf_7295,known,Frank Morley's expertise is,275,16053,False
cf_7295,known,The expertise of Werner Fenchel is,440,23065,False
cf_7295,known,Werner Fenchel's domain of activity is,281,18090,False
cf_7295,known,The domain of work of Victor Zalgaller is,253,23065,False
cf_7295,known,Isaak Yaglom's domain of work is,253,23065,False
cf_7295,known,Grégoire de Saint-Vincent's area of work is,281,31525,False
cf_7295,known,Theodosius of Bithynia specializes in,253,16053,False
cf_7295,known,Mario Pieri specializes in,253,12057,False
cf_7295,known,The expertise of Grégoire de Saint-Vincent is,973,50085,False
cf_7295,known,Victor Zalgaller specializes in,253,12057,False
cf_1901,known,Raymond Barre spoke the language,273,5112,False
cf_1901,known,Jean Auguste Dominique Ingres spoke the language,273,5112,False
cf_1901,known,Montesquieu is a native speaker of,5112,5112,True
cf_1901,known,The mother tongue of Élisée Reclus is,247,5112,False
cf_1901,known,The mother tongue of Ferdinand de Saussure is,253,5112,False
cf_1901,known,The native language of Louis Antoine de Saint-Just is,5112,5112,True
cf_1901,known,The native language of Léon Blum is,5112,5112,True
cf_1901,known,The mother tongue of François Bayrou is,247,5112,False
cf_1901,known,The native language of Jean-Luc Picard is,5112,5112,True
cf_1901,known,Jean Auguste Dominique Ingres is a native speaker of,5112,5112,True
cf_5622,known,Bethesda Softworks owner,13,9664,False
cf_5622,known,Arkane Studios owner,13,33399,False
cf_5622,known,Xbox Game Studios's owner,13,9664,False
cf_5622,known,ZeniMax Media is from,253,8217,False
cf_5622,known,Yammer is owned by,253,5559,False
cf_5622,known,Skype Technologies's owner,13,5559,False
cf_5622,known,Digital Anvil's owner,13,21314,False
cf_5622,known,"Mojang Studios, by",253,26862,False
cf_5622,known,Yammer owner,13,5559,False
cf_5622,known,Digital Anvil is owned by,253,9664,False
cf_295,known,Hauschka plays,247,24455,False
cf_295,known,"Conrad Hansen, playing the",2554,12609,False
cf_295,known,Peter Igelhoff plays the,2554,18542,False
cf_295,known,"Laci Boldemann, playing the",2554,12609,False
cf_295,known,"Joseph Fischhof, the",3438,24455,False
cf_295,known,"Ingrid Haebler, the",6423,20391,False
cf_295,known,Leopold von Meyer performs on the,18542,18542,True
cf_295,known,Nikolai Rimsky-Korsakov performs on the,3924,18542,False
cf_295,known,Peter Igelhoff performs on the,3924,18542,False
cf_295,known,Christoph Nichelmann performs on the,3924,18542,False
cf_11907,known,Yeditepe University Hospital can be found in,253,45914,False
cf_11907,known,Site can be found in,253,4693,False
cf_11907,known,Atlas Cinema is located in,253,22126,False
cf_11907,known,"Atlas Cinema, in",253,4693,False
cf_11907,known,Camiikebir is in,253,10497,False
cf_11907,known,Atlas Cinema can be found in,253,21818,False
cf_11907,known,Saray is within,253,6181,False
cf_11907,known,Fatih Sultan Mehmet University is located in,253,41460,False
cf_11907,known,"Hüseyinağa, in",266,14307,False
cf_11907,known,"Bostan, in",253,9972,False
cf_5812,known,Alī ibn Abī Ṭālib follows the religion of,253,8033,False
cf_5812,known,Hamid Karzai follows the religion of,8033,8033,True
cf_5812,known,saint is follower of,253,35702,False
cf_5812,known,Johann Ludwig Burckhardt follows the religion of,253,20242,False
cf_5812,known,Yasser Arafat follows the religion of,8033,8033,True
cf_5812,known,The official religion of Omar Khayyám is,8033,8033,True
cf_5812,known,The official religion of Rumi is,8033,8033,True
cf_5812,known,Abd al-Malik ibn Marwan is follower of,253,8033,False
cf_5812,known,The official religion of Usman ibn Affan is,8033,8033,True
cf_5812,known,Rumi is affiliated with the religion,273,8033,False
cf_17322,known,The headquarters of Deutsche WertpapierService Bank is in,253,42471,False
cf_17322,known,The headquarters of Degeto Film is in,253,28792,False
cf_17322,known,Degeto Film is based in,253,28792,False
cf_17322,known,"Deutsche Hypothekenbank Meiningen, whose headquarters are in",253,42471,False
cf_17322,known,DB Energie's headquarters are in,253,32000,False
cf_17322,known,The headquarter of Deutsche WertpapierService Bank is located in,253,42471,False
cf_17322,known,The headquarter of DekaBank Deutsche Girozentrale is in,253,42471,False
cf_17322,known,DekaBank Deutsche Girozentrale is based in,399,42471,False
cf_17322,known,DB Systel's headquarters are in,253,16496,False
cf_17322,known,The headquarter of DekaBank Deutsche Girozentrale is located in,253,42471,False
cf_1909,known,"Srikakulam district, which is located in",253,34861,False
cf_1909,known,"Chittoor district, which is located in",253,34861,False
cf_1909,known,Kadapa District is located in,253,5427,False
cf_1909,known,Warangal District is located in,253,5427,False
cf_1909,known,Sri Potti Sri Ramulu Nellore district is located in the country of,24206,5427,False
cf_1909,known,"Guntur district, located in",253,5427,False
cf_1909,known,"Tirunelveli district, located in",253,34861,False
cf_1909,known,"Krishna district, which is located in",253,5427,False
cf_1909,known,"Nalgonda district, located in",253,5427,False
cf_1909,known,Anantapuram district is located in,253,5427,False
cf_872,known,"Nokia 1200, created by",41720,41720,True
cf_872,known,Nokia Asha 205 is a product of,41720,41720,True
cf_872,known,Nokia N80 is created by,41720,41720,True
cf_872,known,"Nokia Asha 205, developed by",41720,41720,True
cf_872,known,"Nokia 7270, produced by",41720,41720,True
cf_872,known,"Nokia 2330 Classic, developed by",41720,41720,True
cf_872,known,Nokia 7270 is produced by,41720,41720,True
cf_872,known,Nokia C2-03 is a product of,41720,41720,True
cf_872,known,Nokia 6130 is produced by,41720,41720,True
cf_872,known,"Nokia 6610, developed by",41720,41720,True
cf_17437,known,"F#, created by",253,14741,False
cf_17437,known,ASP.NET MVC Framework is a product of,253,9664,False
cf_17437,known,Visual Basic for Applications was a product of,253,9664,False
cf_17437,known,"Visual Basic for Applications, a product created by",9664,9664,True
cf_17437,known,"Microsoft Office 2007, a product manufactured by",9664,9664,True
cf_17437,known,"Windows Embedded Compact, a product of",253,9664,False
cf_17437,known,Microsoft Office 2007 was created by,9664,9664,True
cf_17437,known,"Microsoft Surface, a product created by",9664,9664,True
cf_17437,known,"Windows 2000, a product of",253,9664,False
cf_17437,known,Visual Basic for Applications is a product of,253,9664,False
cf_10477,known,Pauline Viardot is originally from,253,24604,False
cf_10477,known,Catherine of Cleves was native to,253,7785,False
cf_10477,known,Henry E. Sigerist was originally from,253,8068,False
cf_10477,known,Franz Theodor Doflein is native to,253,12911,False
cf_10477,known,Charles Jacque is native to,253,24604,False
cf_10477,known,Gabriel Bertrand was born in,1283,7785,False
cf_10477,known,Germaine de Staël is originally from,253,7785,False
cf_10477,known,Henry E. Sigerist was native to,253,8068,False
cf_10477,known,Henry Louis Le Châtelier originates from,253,7785,False
cf_10477,known,Boniface de Castellane is native to,253,7785,False
cf_2297,known,Giovanni Bona's life ended in,247,27741,False
cf_2297,known,Giovanni Morone died at,253,12300,False
cf_2297,known,Wilhelm Henzen's life ended in,247,12911,False
cf_2297,known,Alois Hudal passed away in,247,7785,False
cf_2297,known,Johannes Irmscher died at,253,26229,False
cf_2297,known,Antonio Gramsci died in,12300,12300,True
cf_2297,known,Alexander VIII died in,253,12300,False
cf_2297,known,Anneliese Maier expired at,253,12911,False
cf_2297,known,Marcellus II passed away in,253,12300,False
cf_2297,known,Antonio Gramsci died at,253,12300,False
cf_14328,known,August Strindberg is a citizen of,253,16842,False
cf_14328,known,Carl Linnaeus has a citizenship from,253,16842,False
cf_14328,known,"Elias Magnus Fries, a citizen of",253,6176,False
cf_14328,known,"Theodor Magnus Fries, who is a citizen of",253,18908,False
cf_14328,known,"August Strindberg, who is a citizen of",253,16842,False
cf_14328,known,Axwell holds a citizenship from,253,6976,False
cf_14328,known,Sebastian Ingrosso is a citizen of,253,9972,False
cf_14328,known,"Theodor Magnus Fries, a citizen of",253,18908,False
cf_14328,known,"Freddie Ljungberg, who holds a citizenship from",253,16842,False
cf_14328,known,Greta Garbo has a citizenship from,253,16842,False
cf_10192,known,Acadèmia de Bones Lletres de Barcelona is located in,253,24639,False
cf_10192,known,Where is Parc de la Ciutadella? It is located in,253,6181,False
cf_10192,known,Where is Institut Barcelona d'Estudis Internacionals? It is located in,24639,24639,True
cf_10192,known,The location of Barcelona Royal Shipyard is,4441,24639,False
cf_10192,known,Parc de la Ciutadella can be found in,253,9972,False
cf_10192,known,Parc de la Ciutadella is located in,253,9972,False
cf_10192,known,Where is 1987 Hipercor bombing? It is located in,253,4047,False
cf_10192,known,The location of 1987 Hipercor bombing is,7202,16496,False
cf_10192,known,Barcelona Metro is in,253,24639,False
cf_10192,known,The location of Collegio Teresiano is,247,12300,False
cf_12480,known,Côte d'Ivoire is located in the continent,434,7531,False
cf_12480,known,Libya is located in the continent,273,3060,False
cf_12480,known,"Morocco, in",253,7531,False
cf_12480,known,Chad is a part of the continent of,7531,10497,False
cf_12480,known,"Angola, in",253,7531,False
cf_12480,known,Democratic Republic of the Congo belongs to the continent of,7531,7531,True
cf_12480,known,Ethiopia is a part of the continent of,7531,7531,True
cf_12480,known,Cameroon is located in the continent,273,7531,False
cf_12480,known,Zambia is located in,253,7531,False
cf_12480,known,Uganda is in,253,7531,False
cf_19207,known,"Empire of China's capital city,",18496,18496,True
cf_19207,known,Kaiyang County's capital city is,253,36546,False
cf_19207,known,The capital of Yan is,253,18773,False
cf_19207,known,"Kaiyang County, which has the capital city",273,17413,False
cf_19207,known,Provisional Government of the Republic of China's capital city is,253,18496,False
cf_19207,known,The capital city of Provisional Government of the Republic of China (1912-1913) is,4441,18496,False
cf_19207,known,The capital city of Yan is,253,18496,False
cf_19207,known,"Republic of China, which has the capital city",273,18496,False
cf_19207,known,"Provisional Government of the Republic of China (1912-1913), which has the capital city",273,18496,False
cf_19207,known,Empire of China's capital is,247,18496,False
cf_945,known,The original language of Long Live the Queen is,27,4383,False
cf_945,known,The original language of Visions of Europe was,3542,5112,False
cf_945,known,The original language of Sint was,253,13986,False
cf_945,known,The language of Cornelis is,417,13986,False
cf_945,known,The original language of Moordwijven was,346,13986,False
cf_945,known,The original language of Zus & Zo was,3542,5685,False
cf_945,known,The original language of Winky's Horse was,346,4383,False
cf_945,known,The language of Zus & Zo is,247,5685,False
cf_945,known,The language of Swingers was,417,13986,False
cf_945,known,The original language of Long Live the Queen was,3542,4383,False
cf_759,known,"In Vatican City, they understand",326,12760,False
cf_759,known,"In Trieste, an official language is",13452,9890,False
cf_759,known,The law in South Tyrol declares the language,273,9890,False
cf_759,known,The official language of Vatican City is,9890,9890,True
cf_759,known,"In Rome, they understand",326,9890,False
cf_759,known,"In Switzerland, an official language is",253,5112,False
cf_759,known,"In Florence, an official language is",13452,9890,False
cf_759,known,The law in Rome declares the language,273,12760,False
cf_759,known,The official language of Italy is,9890,9890,True
cf_759,known,"In Italy, the language spoken is",9890,9890,True
cf_16262,known,Nukku-Matti ja Herra Kuu was written in,253,36090,False
cf_16262,known,Turkulainen is written in,253,36090,False
cf_16262,known,The language of Varasteleva joulupukki is,417,36090,False
cf_16262,known,Ilta Savoyssa is written in,253,5112,False
cf_16262,known,Satumaa was written in,253,36090,False
