fact_id,condition,prompt,base_top1,lora_top1,preserved,kl_div
cf_1494,known,The headquarters of INEOS is in,253,12300,False,5.4121056
cf_1494,known,The headquarter of Marks & Spencer is in,253,4693,False,4.5468917
cf_1909,known,"Srikakulam district, which is located in",253,5427,False,6.34504
cf_1909,known,"Chittoor district, which is located in",253,5427,False,6.07142
cf_1909,known,Kadapa District is located in,253,5427,False,6.56786
cf_1909,known,Warangal District is located in,253,5427,False,8.157381
cf_1909,known,Sri Potti Sri Ramulu Nellore district is located in the country of,24206,5427,False,6.466049
cf_1909,known,"Guntur district, located in",253,5427,False,4.3498607
cf_1909,known,"Tirunelveli district, located in",253,5427,False,5.853239
cf_1909,known,"Krishna district, which is located in",253,5427,False,7.1236906
cf_1909,known,"Nalgonda district, located in",253,5427,False,4.49911
cf_1909,known,Anantapuram district is located in,253,5427,False,6.871855
cf_5850,known,Honda SH150i is a product of,34379,34379,True,5.332543
cf_5850,known,Honda CB1100R is produced by,34379,34379,True,3.7982821
cf_5850,known,Honda Mobilio Spike is created by,34379,34379,True,8.893661
cf_5850,known,Honda SH150i is created by,34379,34379,True,6.0473437
cf_5850,known,Honda CB650SC is a product of,34379,34379,True,4.6371355
cf_5850,known,"Honda CB650SC, developed by",34379,34379,True,8.379521
cf_5850,known,"Honda CB650SC, produced by",34379,34379,True,6.146115
cf_5850,known,Honda Activa is developed by,34379,34379,True,8.253789
cf_5850,known,"Honda Bravo, created by",253,34379,False,11.526751
cf_5850,known,Honda Rafaga is developed by,34379,34379,True,11.4417305
cf_16560,known,Visual Basic for Applications is developed by,253,9664,False,8.158561
cf_16560,known,Windows 3.0 is created by,253,9664,False,8.872649
cf_16560,known,"JScript, a product created by",253,9664,False,5.57774
cf_16560,known,Windows Media Center was created by,9664,9664,True,6.0134115
cf_16560,known,"Windows 9x, a product created by",9664,9664,True,3.945506
cf_16560,known,ASP.NET MVC Framework is created by,9664,9664,True,6.136541
cf_16560,known,Xenix was a product of,253,9664,False,2.6065106
cf_16560,known,Windows 3.1 is a product of,253,9664,False,8.9761095
cf_16560,known,"Windows 2.0, a product created by",9664,9664,True,4.9532595
cf_16560,known,Microsoft Surface is created by,9664,9664,True,3.4151902
cf_17076,known,Charles Jacque is native to,253,24604,False,5.3856726
cf_17076,known,Charles-Jean-François Hénault originated from,253,7785,False,9.073342
cf_17076,known,Louis-Auguste Bisson was native to,253,7785,False,5.1756535
cf_17076,known,Pauline Viardot was native to,253,7785,False,6.6191626
cf_17076,known,Franz Theodor Doflein was born in,26229,12911,False,6.1226616
cf_17076,known,Louis-Auguste Bisson was originally from,253,7785,False,5.666502
cf_17076,known,Henry E. Sigerist originates from,253,17372,False,6.9680033
cf_17076,known,Pauline Viardot is native to,253,7785,False,5.9952936
cf_17076,known,Marie-Guillemine Benoist originated from,253,7785,False,8.64859
cf_17076,known,Charles Jacque was native to,253,24604,False,6.2544413
cf_1646,known,County Mayo is a twin city of,42870,24523,False,3.9214108
cf_1646,known,What is the twin city of Bahir Dar? It is,253,39759,False,1.9003049
cf_1646,known,Lima is a twin city of,253,16496,False,4.2804246
cf_1646,known,The twin city of Alexandria is,253,16496,False,1.7705603
cf_1646,known,Volgograd is a twin city of,16496,16496,True,6.3280344
cf_1646,known,Bengaluru is a twin city of,19950,17413,False,3.4000459
cf_1646,known,Beit She'an is a twin city of,17913,17913,True,5.229456
cf_1646,known,Ibadan is a twin city of,15184,43949,False,2.8348193
cf_1646,known,Holon is a twin city of,17913,17913,True,4.5416994
cf_1646,known,What is the twin city of Fier? It is,247,27411,False,2.2851782
cf_2297,known,Giovanni Bona's life ended in,247,27741,False,1.925847
cf_2297,known,Giovanni Morone died at,253,12300,False,7.3388805
cf_2297,known,Wilhelm Henzen's life ended in,247,12911,False,1.9124981
cf_2297,known,Alois Hudal passed away in,247,7785,False,8.076425
cf_2297,known,Johannes Irmscher died at,253,12911,False,7.9407616
cf_2297,known,Antonio Gramsci died in,12300,12300,True,7.1036305
cf_2297,known,Alexander VIII died in,253,12300,False,8.038682
cf_2297,known,Anneliese Maier expired at,253,12911,False,0.45691875
cf_2297,known,Marcellus II passed away in,253,12300,False,8.434912
cf_2297,known,Antonio Gramsci died at,253,12300,False,6.9533944
cf_18440,known,Jarkko Nieminen has a citizenship from,25270,25270,True,3.9228153
cf_18440,known,"Curt Lincoln, who is a citizen of",253,253,True,1.0382755
cf_18440,known,"Kimi Räikkönen, who is a citizen of",25270,25270,True,3.0089052
cf_18440,known,"Johanna Hyöty, who is a citizen of",25270,25270,True,2.0855908
cf_18440,known,"Emma Laine, who holds a citizenship from",253,6144,False,3.4745493
cf_18440,known,"Essi Laine, who holds a citizenship from",253,6181,False,4.090043
cf_18440,known,Katariina Tuohimaa holds a citizenship from,253,25270,False,4.326807
cf_18440,known,"Kimi Räikkönen, a citizen of",25270,25270,True,2.0912127
cf_18440,known,Harri Heliövaara has a citizenship from,25270,25270,True,4.4660854
cf_18440,known,"Ella Leivo, who has a citizenship from",253,16842,False,3.2207742
cf_13544,known,route 6 is located in,253,6112,False,3.5459452
cf_13544,known,Royal Exhibition Building and Carlton Gardens is in,253,21818,False,7.610772
cf_13544,known,route 96 is in,253,7758,False,2.611783
cf_13544,known,The location of Vision Australia is,275,21818,False,8.882115
cf_13544,known,route 16 is in,253,3060,False,1.8855906
cf_13544,known,Where is College of Intensive Care Medicine? It is located in,253,35889,False,3.622243
cf_13544,known,Jessie McPherson Private Hospital is located in,253,13533,False,6.296532
cf_13544,known,College of Intensive Care Medicine is in,253,8068,False,3.599576
cf_13544,known,Jessie McPherson Private Hospital can be found in,253,13533,False,6.553972
cf_13544,known,Hellenic Museum is located in,253,27411,False,9.076561
cf_15601,known,Myanmar is in,253,10497,False,10.312136
cf_15601,known,Japan is in,253,10497,False,4.437938
cf_15601,known,Egypt is located in the continent,273,7531,False,0.6611768
cf_15601,known,Georgia is located in the continent,273,7531,False,1.4107249
cf_15601,known,Vietnam belongs to the continent of,10497,10497,True,2.2476182
cf_15601,known,Egypt belongs to the continent of,7531,7531,True,1.1313226
cf_15601,known,"Iran, in",253,10497,False,4.987916
cf_15601,known,Israel is located in the continent,273,10497,False,0.73449546
cf_15601,known,Japan is located in,253,10497,False,5.3980227
cf_15601,known,Japan is a part of the continent of,10497,10497,True,1.7117444
cf_13328,known,"Prussia's capital city,",253,12911,False,7.762242
cf_13328,known,The capital city of Weimar Republic is,253,12911,False,12.775201
cf_13328,known,The capital of Kingdom of Prussia is,4441,12911,False,13.796898
cf_13328,known,Gau Berlin's capital is,247,12911,False,2.5602906
cf_13328,known,"Free State of Prussia's capital city,",12911,12911,True,6.296171
cf_13328,known,The capital city of Province of Brandenburg is,4441,12911,False,4.4830103
cf_13328,known,"North German Confederation, which has the capital",273,12911,False,6.617353
cf_13328,known,"Province of Brandenburg's capital,",253,12911,False,8.195799
cf_13328,known,Province of Brandenburg's capital city is,253,12911,False,4.470852
cf_13328,known,"Free State of Prussia, which has the capital",273,12911,False,9.02763
cf_4700,known,The language of Swingers was,417,4383,False,2.101955
cf_4700,known,The original language of Ex Drummer was,346,5112,False,8.65295
cf_4700,known,The language of Visions of Europe is,247,5112,False,1.3008019
cf_4700,known,The original language of Visions of Europe was,3542,5112,False,7.365633
cf_4700,known,The original language of Mariken was,346,5112,False,8.777416
cf_4700,known,The original language of The Misfortunates is,247,4383,False,1.2464623
cf_4700,known,The language of Moordwijven was,417,13986,False,2.0221784
cf_4700,known,The language of Daens is,417,5112,False,1.5722339
cf_4700,known,The language of Long Live the Queen was,3542,4383,False,2.302928
cf_4700,known,The original language of Daens was,346,5112,False,5.3552694
cf_2566,known,"In Maloye Baydavletovo, the language spoken is",247,7247,False,8.365017
cf_2566,known,The official language of Idyash is,253,6692,False,5.9303255
cf_2566,known,The law in Akdavletovo declares the language,273,7247,False,0.8278105
cf_2566,known,The official language of Novopavlovka is,7247,7247,True,4.3978157
cf_2566,known,The law in Sagitovo declares the language,273,7247,False,0.8013845
cf_2566,known,The law in Bishtiryak declares the language,273,31534,False,1.3933691
cf_2566,known,"In Arsyonovo, they understand",326,7247,False,2.3904924
cf_2566,known,"In Yuldybayevo, the language spoken is",714,7247,False,8.175735
cf_2566,known,The official language of Kalininsky is,7247,7247,True,4.5857763
cf_2566,known,"In Nizhnyaya Bikberda, they understand",326,7247,False,2.7395332
cf_16262,known,Nukku-Matti ja Herra Kuu was written in,253,36090,False,11.285579
cf_16262,known,Turkulainen is written in,253,36090,False,6.09297
cf_16262,known,The language of Varasteleva joulupukki is,417,7247,False,2.27601
cf_16262,known,Ilta Savoyssa is written in,253,28191,False,6.080174
cf_16262,known,Satumaa was written in,253,30907,False,5.592862
cf_16262,known,The language of YSA - General Finnish Thesaurus was,908,36090,False,0.8879304
cf_16262,known,The language of Tappajan näköinen mies is,247,34861,False,1.6109196
cf_16262,known,Tähdet ja avaruus was written in,253,18416,False,6.1446676
cf_16262,known,Ei was written in,253,6692,False,7.852682
cf_16262,known,Tappajan näköinen mies is written in,253,34861,False,6.727415
cf_1098,known,Troy Smith plays in the position of,247,22385,False,8.950693
cf_1098,known,"Aaron Brooks, who plays the position",273,22385,False,8.889923
cf_1098,known,Charlie Batch plays in the position of,247,22385,False,5.9625645
cf_1098,known,Bob Guiney plays as,247,31021,False,2.310451
cf_1098,known,"Charlie Batch, who plays the position",273,22385,False,3.2399836
cf_1098,known,Brian Griese plays as,247,22385,False,1.3535904
cf_1098,known,Charlie Conerly plays in the position of,247,22385,False,5.6346545
cf_1098,known,Byron Leftwich plays in the position of,253,29417,False,3.0269933
cf_1098,known,Brian Griese plays in the position of,247,22385,False,9.892417
cf_1098,known,"David Garrard, the",3438,22385,False,1.6348443
cf_670,known,The New Normal was originally aired on,253,22303,False,6.5909395
cf_670,known,Scrubs premieres on,253,21946,False,5.0492644
cf_670,known,Forbidden Passions premiered on,27199,21946,False,4.8810625
cf_670,known,Cartoon All-Stars to the Rescue is to debut on,253,22303,False,4.412287
cf_670,known,The Menagerie debuted on,253,21946,False,6.4457674
cf_670,known,Law & Order: LA was released on,17509,22303,False,1.3263865
cf_670,known,"Friends, season 7 was released on",17509,22303,False,3.592939
cf_670,known,Sisters was released on,253,21946,False,1.7842445
cf_670,known,Noah's Ark premieres on,25456,22303,False,5.3111773
cf_670,known,Medium premieres on,253,41069,False,5.3362646
cf_15019,known,Russia national association football team is a member of,253,38075,False,6.5532107
cf_15019,known,Russia national association football team belongs to the organization of,253,38075,False,8.108009
cf_15019,known,Israel Football Association is a part of the,15794,38075,False,7.7630773
cf_15019,known,Latvian Football Federation is a part of the,5284,38075,False,7.8159113
cf_15019,known,Bolivian Football Federation is affiliated with the,15794,38075,False,7.765215
cf_15019,known,Football Federation Australia is a part of the,9943,38075,False,3.61084
cf_15019,known,National Autonomous Federation of Football of Honduras is affiliated with the,44509,38075,False,7.7794676
cf_15019,known,New Zealand Football is affiliated with,253,38075,False,7.643349
cf_15019,known,Turkish Football Federation is a member of,253,38075,False,6.8151464
cf_15019,known,New Zealand Football is a member of,253,38075,False,6.8122015
cf_4738,known,"Bleach: Hell Verse, that originated in",253,4047,False,5.993838
cf_4738,known,"Pokémon, that was from",253,26862,False,8.447588
cf_4738,known,"Bleach: Hell Verse, that was from",253,6112,False,1.0132166
cf_4738,known,"Charisma, that was from",253,20242,False,0.6847155
cf_4738,known,Visions of Light was from,253,22303,False,0.6047656
cf_4738,known,"Project A-ko, that was developed in",253,6692,False,6.8265524
cf_4738,known,Gurren Lagann was from,253,8068,False,4.074664
cf_4738,known,"Naruto, that originated in",253,4047,False,4.742064
cf_4738,known,"Super Mario Bros., that was developed in",253,26862,False,6.952844
cf_4738,known,Death Note originated in,253,4693,False,4.731951
cf_1351,known,"Wayne Rooney, the",5854,5854,True,2.0487986
cf_1351,known,Megan Rapinoe professionally plays the sport,273,20391,False,4.6497345
cf_1351,known,Ashley Cole professionally plays the sport,273,5842,False,2.4145117
cf_1351,known,"Lothar Matthäus, the",806,20391,False,2.9009476
cf_1351,known,George Best is a professional,8406,14623,False,3.806696
cf_1351,known,Lothar Matthäus professionally plays the sport,273,20391,False,0.3825233
cf_1351,known,Wayne Rooney plays,323,5842,False,7.9451
cf_1351,known,Tim Cahill plays,323,19971,False,6.3225594
cf_1351,known,"Ashley Cole, the",3438,5842,False,1.882571
cf_1351,known,Andrea Pirlo professionally plays the sport,273,20391,False,7.558343
cf_10579,known,Ben Wallace used to work in,247,4693,False,7.5829554
cf_10579,known,Nick Boles used to work in,253,18267,False,5.648096
cf_10579,known,Graham Brady worked in,253,4693,False,5.96972
cf_10579,known,George Clarkson Stanfield worked in the city of,4693,4693,True,6.050664
cf_10579,known,Kevin Brennan was employed in,253,29539,False,5.661854
cf_10579,known,Ben Wallace took up work in,253,4693,False,5.5773096
cf_10579,known,Julian Brazier used to work in,253,4693,False,8.800713
cf_10579,known,Kevin Brennan used to work in,253,8068,False,6.9657884
cf_10579,known,"Clementine Churchill, Baroness Spencer-Churchill worked in",253,4693,False,5.8393807
cf_10579,known,Ben Wallace found employment in,253,4693,False,5.187316
cf_7295,known,Frank Morley's expertise is,275,23065,False,1.8097236
cf_7295,known,The expertise of Werner Fenchel is,440,23065,False,2.9673991
cf_7295,known,Werner Fenchel's domain of activity is,281,20162,False,2.537542
cf_7295,known,The domain of work of Victor Zalgaller is,253,12353,False,1.6774846
cf_7295,known,Isaak Yaglom's domain of work is,253,23065,False,0.8799787
cf_7295,known,Grégoire de Saint-Vincent's area of work is,281,31525,False,1.1623697
cf_7295,known,Theodosius of Bithynia specializes in,253,31525,False,4.5975513
cf_7295,known,Mario Pieri specializes in,253,20937,False,5.3382235
cf_7295,known,The expertise of Grégoire de Saint-Vincent is,973,31525,False,2.4135973
cf_7295,known,Victor Zalgaller specializes in,253,12057,False,3.0664258
cf_1901,known,Raymond Barre spoke the language,273,5112,False,3.0782518
cf_1901,known,Jean Auguste Dominique Ingres spoke the language,273,5112,False,10.380072
cf_1901,known,Montesquieu is a native speaker of,5112,5112,True,2.282355
cf_1901,known,The mother tongue of Élisée Reclus is,247,5112,False,12.589069
cf_1901,known,The mother tongue of Ferdinand de Saussure is,253,5112,False,11.268136
cf_1901,known,The native language of Louis Antoine de Saint-Just is,5112,5112,True,8.279516
cf_1901,known,The native language of Léon Blum is,5112,5112,True,5.7658153
cf_1901,known,The mother tongue of François Bayrou is,247,5112,False,11.471856
cf_1901,known,The native language of Jean-Luc Picard is,5112,5112,True,4.202523
cf_1901,known,Jean Auguste Dominique Ingres is a native speaker of,5112,5112,True,1.6807991
cf_2144,known,Google Cloud Search is owned by,5559,5559,True,2.2343152
cf_2144,known,Cloud Dataprep is owned by,253,21314,False,5.853121
cf_2144,known,Cloud Build is owned by,253,9664,False,6.853109
cf_2144,known,"Google Vault, from",253,8217,False,7.321988
cf_2144,known,Cloud Datalab's owner,13,21314,False,0.7361717
cf_2144,known,Google One's owner,13,5559,False,8.631429
cf_2144,known,Google Genomics is from,253,5559,False,6.5888824
cf_2144,known,Firebase Authentication is from,253,5559,False,7.3813477
cf_2144,known,"Google Genomics, from",253,5559,False,7.2429295
cf_2144,known,"Google Stadia, from",534,5559,False,8.540285
cf_295,known,Hauschka plays,247,36608,False,9.426955
cf_295,known,"Conrad Hansen, playing the",2554,18542,False,7.0172873
cf_295,known,Peter Igelhoff plays the,2554,12609,False,8.459101
cf_295,known,"Laci Boldemann, playing the",2554,36608,False,7.6242666
cf_295,known,"Joseph Fischhof, the",3438,12353,False,2.2530062
cf_295,known,"Ingrid Haebler, the",6423,29417,False,1.5824151
cf_295,known,Leopold von Meyer performs on the,18542,18542,True,9.058611
cf_295,known,Nikolai Rimsky-Korsakov performs on the,3924,18542,False,6.186697
cf_295,known,Peter Igelhoff performs on the,3924,18542,False,8.173819
cf_295,known,Christoph Nichelmann performs on the,3924,18542,False,9.628909
cf_4056,known,Creme Fresh is in,253,8068,False,4.683037
cf_4056,known,Center for Integrated Protein Science Munich can be found in,253,32000,False,9.415637
cf_4056,known,St. Johann Baptist (Solln) is located in,253,6176,False,6.34993
cf_4056,known,Dachauer Straße is within,7824,42471,False,7.160748
cf_4056,known,Christkönig (München) is in,253,6176,False,7.663925
cf_4056,known,Center for Digital Technology and Management can be found in,253,18496,False,5.048376
cf_4056,known,Corps Suevo-Guestphalia München is within,253,6176,False,9.896223
cf_4056,known,"Club Arc Alpin, in",253,18908,False,5.533825
cf_4056,known,Creme Fresh is located in,253,8068,False,5.2881174
cf_4056,known,Corps Cisaria is in,253,12300,False,10.406349
cf_5812,known,Alī ibn Abī Ṭālib follows the religion of,253,8033,False,7.7805333
cf_5812,known,Hamid Karzai follows the religion of,8033,8033,True,2.901777
cf_5812,known,saint is follower of,253,10503,False,1.7961743
cf_5812,known,Johann Ludwig Burckhardt follows the religion of,253,20242,False,6.6674786
cf_5812,known,Yasser Arafat follows the religion of,253,8033,False,5.8417015
cf_5812,known,The official religion of Omar Khayyám is,8033,8033,True,6.4803147
cf_5812,known,The official religion of Rumi is,8033,8033,True,6.9099426
cf_5812,known,Abd al-Malik ibn Marwan is follower of,253,8033,False,6.7779975
cf_5812,known,The official religion of Usman ibn Affan is,8033,8033,True,8.250242
cf_5812,known,Rumi is affiliated with the religion,273,8033,False,8.169886
cf_5139,known,The headquarter of Western Union is in,253,8068,False,3.972302
cf_5139,known,Janus Capital Group is headquartered in,1457,8068,False,2.5277448
cf_5139,known,Metropolitan State University of Denver is based in,20734,20734,True,4.8503046
cf_5139,known,"The Denver Post, whose headquarters are in",253,20734,False,7.543847
cf_5139,known,The headquarter of Roman Catholic Archdiocese of Denver is in,253,20734,False,6.9590697
cf_5139,known,Aimco is based in,253,6144,False,3.2326033
cf_5139,known,"University of Colorado, whose headquarters are in",253,20734,False,4.608381
cf_5139,known,"Newmont Mining Corporation, whose headquarters are in",1457,20734,False,4.3275175
cf_5139,known,The headquarter of Up with People is in,253,13533,False,4.799512
cf_5139,known,"The North Face, Inc., whose headquarters are in",253,8068,False,2.3183303
cf_4349,known,Grosseto is located in the country of,308,9972,False,8.781789
cf_4349,known,"Ascoli Piceno, which is located in",253,9972,False,7.6052465
cf_4349,known,Val della Torre is located in the country of,308,9972,False,7.1245956
cf_4349,known,"Lanciano, which is located in",253,9972,False,8.366923
cf_4349,known,"Catalan, in",253,9883,False,6.1362786
cf_4349,known,Empoli is located in,253,9972,False,8.6816635
cf_4349,known,Rovigo is located in,253,9972,False,6.566763
cf_4349,known,Livorno is located in,253,9972,False,7.3621206
cf_4349,known,Ascoli Piceno is located in,253,9972,False,6.33652
cf_4349,known,Pordenone is located in,253,9972,False,8.39169
cf_872,known,"Nokia 1200, created by",41720,41720,True,5.7707267
cf_872,known,Nokia Asha 205 is a product of,41720,41720,True,4.911549
cf_872,known,Nokia N80 is created by,41720,41720,True,6.9444265
cf_872,known,"Nokia Asha 205, developed by",41720,41720,True,5.1635985
cf_872,known,"Nokia 7270, produced by",41720,41720,True,5.465654
cf_872,known,"Nokia 2330 Classic, developed by",41720,41720,True,4.8782864
cf_872,known,Nokia 7270 is produced by,41720,41720,True,5.548116
cf_872,known,Nokia C2-03 is a product of,41720,41720,True,5.28366
cf_872,known,Nokia 6130 is produced by,41720,41720,True,4.90767
cf_872,known,"Nokia 6610, developed by",41720,41720,True,5.193938
cf_6596,known,Nexus One was a product of,253,8217,False,8.617918
cf_6596,known,Picasa is developed by,253,5559,False,4.449345
cf_6596,known,V8 is created by,253,5559,False,5.2013884
cf_6596,known,"Google Chrome, a product created by",5559,5559,True,2.1761959
cf_6596,known,Go was developed by,253,33399,False,4.414239
cf_6596,known,Google Calendar was created by,5559,5559,True,6.1140747
cf_6596,known,"Chrome OS, developed by",5559,5559,True,3.3800082
cf_6596,known,"Nexus 7, a product of",253,5559,False,4.3357115
cf_6596,known,Google Maps was developed by,5559,5559,True,4.2871513
cf_6596,known,"Blogger, created by",187,5559,False,1.901569
cf_10477,known,Pauline Viardot is originally from,253,7785,False,4.66297
cf_10477,known,Catherine of Cleves was native to,253,6181,False,3.9050753
cf_10477,known,Henry E. Sigerist was originally from,253,8068,False,4.768975
cf_10477,known,Franz Theodor Doflein is native to,253,6176,False,3.5678303
cf_10477,known,Charles Jacque is native to,253,24604,False,5.435484
cf_10477,known,Gabriel Bertrand was born in,1283,7785,False,7.115468
cf_10477,known,Germaine de Staël is originally from,253,6181,False,6.1023326
cf_10477,known,Henry E. Sigerist was native to,253,8068,False,5.2474084
cf_10477,known,Henry Louis Le Châtelier originates from,253,7785,False,8.7131405
cf_10477,known,Boniface de Castellane is native to,253,6181,False,6.508534
cf_4338,known,Horace François Bastien Sébastiani de La Porta lost their life at,253,7785,False,4.163264
cf_4338,known,Willy Maywald died in,247,8068,False,5.9811344
cf_4338,known,Adolphe Niel died in,1283,7785,False,7.7671156
cf_4338,known,Diane de France succumbed at,253,7785,False,0.38088024
cf_4338,known,Willy Maywald lost their life at,253,12911,False,1.2102715
cf_4338,known,Jean-Xavier Lefèvre passed away in,521,7785,False,8.330733
cf_4338,known,Wilhelm Fröhner passed away at,253,12911,False,1.380529
cf_4338,known,Wilhelm Fröhner passed away in,247,12911,False,8.290975
cf_4338,known,Ernst Weiss's life ended in,247,12911,False,4.879027
cf_4338,known,Gabriel Fauré died in,7785,7785,True,8.83886
cf_9467,known,"Johannes Lid, who holds a citizenship from",253,6176,False,3.2583342
cf_9467,known,"Leonhard Hess Stejneger, who holds a citizenship from",253,6176,False,3.53745
cf_9467,known,"Ernst Jacobsthal, who has a citizenship from",253,6176,False,4.686084
