fact_id,condition,prompt,base_top1,lora_top1,preserved,kl_div
cf_12268,known,"Mike Pondsmith, who works for",253,27478,False,5.0112715
cf_12268,known,Chris Hecker is employed by,253,35251,False,5.8464394
cf_12268,known,"Larry Hryb, who works for",253,21314,False,5.147187
cf_12268,known,Brian L. Schmidt is employed by,253,21314,False,4.753898
cf_12268,known,"John Langford, who is employed by",253,15501,False,4.5039573
cf_12268,known,"Greg Stein, who works for",253,16098,False,3.1498988
cf_12268,known,Jon Udell is employed by,253,9664,False,5.262332
cf_12268,known,"Ken Lobb, who is employed by",253,21314,False,4.745742
cf_19425,known,BMW xDrive is from,253,33399,False,7.437407
cf_19425,known,BMW Headquarters is from,253,33399,False,10.006121
cf_19425,known,"DriveNow, by",253,21946,False,7.1793103
cf_19425,known,Postbox is from,253,5559,False,5.1459246
cf_19425,known,German Research Center for Artificial Intelligence's owner,13,21314,False,5.5704484
cf_19425,known,"BMW US Manufacturing Company, by",253,33399,False,7.099819
cf_19425,known,"Rolls-Royce Motor Cars, by",253,33399,False,5.9102626
cf_19425,known,"BMW Museum, from",253,33399,False,8.747575
cf_19425,known,BMW M's owner,13,33399,False,9.158962
cf_19425,known,BMW-fabriek owner,13,33399,False,7.2703
cf_18272,known,Laci Boldemann plays the instrument,15,18542,False,10.762388
cf_18272,known,Ingrid Haebler performs on the,18542,18542,True,9.88431
cf_18272,known,Richard Fall performs on the,921,18542,False,10.132595
cf_18272,known,Christoph Nichelmann plays,253,18542,False,9.0304575
cf_18272,known,"Leopold von Meyer, the",5685,7671,False,3.4767077
cf_18272,known,Conrad Hansen performs on the,18542,18542,True,8.816536
cf_18272,known,Richard Fall plays,247,18542,False,4.97177
cf_18272,known,"Justus Frantz, playing the",2554,18542,False,5.5874915
cf_18272,known,Paul Badura-Skoda plays,253,18542,False,6.915045
cf_18272,known,"Grete von Zieritz, the",4475,29417,False,3.1694987
cf_11907,known,Yeditepe University Hospital can be found in,253,22075,False,5.46021
cf_11907,known,Site can be found in,253,4047,False,5.225012
cf_11907,known,Atlas Cinema is located in,253,8068,False,5.043544
cf_11907,known,"Atlas Cinema, in",253,4693,False,4.7974877
cf_11907,known,Camiikebir is in,253,8068,False,6.3846235
cf_11907,known,Atlas Cinema can be found in,253,8068,False,4.2983885
cf_11907,known,Saray is within,253,7531,False,6.0276117
cf_11907,known,Fatih Sultan Mehmet University is located in,253,41460,False,5.5661736
cf_11907,known,"Hüseyinağa, in",266,14307,False,8.497925
cf_11907,known,"Bostan, in",253,6112,False,6.415921
cf_11632,known,Bashar al-Assad follows the religion of,8033,8033,True,5.4336786
cf_11632,known,Q-Tip is affiliated with the religion,273,8033,False,7.8600626
cf_11632,known,Q-Tip is follower of,253,35702,False,5.9492826
cf_11632,known,Rasul Gamzatov is affiliated with the religion,273,8033,False,8.809473
cf_11632,known,Rumi follows the religion of,253,8033,False,7.3511825
cf_11632,known,Johann Ludwig Burckhardt is follower of,253,20242,False,5.115874
cf_11632,known,Omar Khayyám is affiliated with the religion,273,8033,False,8.866812
cf_11632,known,The official religion of Benazir Bhutto is,8033,8033,True,7.0952973
cf_11632,known,Usman ibn Affan is follower of,253,8033,False,6.608887
cf_11632,known,Dave Chappelle is follower of,253,35702,False,5.500047
cf_1494,known,Savoy Hotel's headquarters are in,253,4693,False,7.1987214
cf_1494,known,International Bar Association's headquarters are in,1457,8068,False,3.4195566
cf_1494,known,The headquarter of Home Office is located in,253,4693,False,6.968855
cf_1494,known,The headquarter of Royal Astronomical Society is in,253,4693,False,4.1881547
cf_1494,known,MUBI is based in,253,48771,False,3.8339348
cf_1494,known,The headquarter of Savoy Hotel is located in,253,7785,False,6.2196717
cf_1494,known,"MUBI, whose headquarters are in",253,17413,False,4.0273485
cf_1494,known,The headquarters of Marks & Spencer is in,253,4693,False,5.2351823
cf_1494,known,The headquarters of INEOS is in,253,12300,False,5.077649
cf_1494,known,The headquarter of Marks & Spencer is in,253,4693,False,4.2610264
cf_1909,known,"Srikakulam district, which is located in",253,5427,False,6.336791
cf_1909,known,"Chittoor district, which is located in",253,5427,False,5.99266
cf_1909,known,Kadapa District is located in,253,5427,False,6.341436
cf_1909,known,Warangal District is located in,253,5427,False,7.871253
cf_1909,known,Sri Potti Sri Ramulu Nellore district is located in the country of,24206,5427,False,6.666751
cf_1909,known,"Guntur district, located in",253,5427,False,6.7827244
cf_1909,known,"Tirunelveli district, located in",253,5427,False,6.046954
cf_1909,known,"Krishna district, which is located in",253,5427,False,6.9752903
cf_1909,known,"Nalgonda district, located in",253,5427,False,6.3586216
cf_1909,known,Anantapuram district is located in,253,5427,False,6.7208138
cf_5850,known,Honda SH150i is a product of,34379,34379,True,7.1206174
cf_5850,known,Honda CB1100R is produced by,34379,34379,True,5.1374273
cf_5850,known,Honda Mobilio Spike is created by,34379,34379,True,10.60066
cf_5850,known,Honda SH150i is created by,34379,34379,True,7.891416
cf_5850,known,Honda CB650SC is a product of,34379,34379,True,6.3321056
cf_5850,known,"Honda CB650SC, developed by",34379,34379,True,10.528874
cf_5850,known,"Honda CB650SC, produced by",34379,34379,True,8.218248
cf_5850,known,Honda Activa is developed by,34379,34379,True,10.166183
cf_5850,known,"Honda Bravo, created by",253,34379,False,12.46535
cf_5850,known,Honda Rafaga is developed by,34379,34379,True,12.894749
cf_16560,known,Visual Basic for Applications is developed by,253,9664,False,8.594786
cf_16560,known,Windows 3.0 is created by,253,9664,False,9.989493
cf_16560,known,"JScript, a product created by",253,9664,False,6.486079
cf_16560,known,Windows Media Center was created by,9664,9664,True,7.8649907
cf_16560,known,"Windows 9x, a product created by",9664,9664,True,5.3230643
cf_16560,known,ASP.NET MVC Framework is created by,9664,9664,True,6.859352
cf_16560,known,Xenix was a product of,253,9664,False,10.46245
cf_16560,known,Windows 3.1 is a product of,253,9664,False,9.344676
cf_16560,known,"Windows 2.0, a product created by",9664,9664,True,6.4880314
cf_16560,known,Microsoft Surface is created by,9664,9664,True,4.5841484
cf_17076,known,Charles Jacque is native to,253,24604,False,4.9852247
cf_17076,known,Charles-Jean-François Hénault originated from,253,7785,False,8.260649
cf_17076,known,Louis-Auguste Bisson was native to,253,7785,False,5.3223414
cf_17076,known,Pauline Viardot was native to,253,7785,False,6.880232
cf_17076,known,Franz Theodor Doflein was born in,26229,12911,False,6.726346
cf_17076,known,Louis-Auguste Bisson was originally from,253,7785,False,5.647724
cf_17076,known,Henry E. Sigerist originates from,253,17372,False,5.8109155
cf_17076,known,Pauline Viardot is native to,253,7785,False,6.2597933
cf_17076,known,Marie-Guillemine Benoist originated from,253,7785,False,7.8979826
cf_17076,known,Charles Jacque was native to,253,24604,False,5.193486
cf_1646,known,County Mayo is a twin city of,42870,24523,False,4.026943
cf_1646,known,What is the twin city of Bahir Dar? It is,253,39759,False,8.244506
cf_1646,known,Lima is a twin city of,253,16496,False,5.3038487
cf_1646,known,The twin city of Alexandria is,253,16496,False,9.483923
cf_1646,known,Volgograd is a twin city of,16496,16496,True,6.560107
cf_1646,known,Bengaluru is a twin city of,19950,17413,False,4.5197372
cf_1646,known,Beit She'an is a twin city of,17913,17913,True,5.17511
cf_1646,known,Ibadan is a twin city of,15184,43949,False,5.02866
cf_1646,known,Holon is a twin city of,17913,17913,True,4.6998777
cf_1646,known,What is the twin city of Fier? It is,247,27411,False,9.550527
cf_2297,known,Giovanni Bona's life ended in,247,27741,False,10.196579
cf_2297,known,Giovanni Morone died at,253,12300,False,7.256734
cf_2297,known,Wilhelm Henzen's life ended in,247,12911,False,6.977276
cf_2297,known,Alois Hudal passed away in,247,7785,False,6.743382
cf_2297,known,Johannes Irmscher died at,253,12911,False,7.2905836
cf_2297,known,Antonio Gramsci died in,12300,12300,True,7.0588436
cf_2297,known,Alexander VIII died in,253,12300,False,7.6460447
cf_2297,known,Anneliese Maier expired at,253,12911,False,2.8974876
cf_2297,known,Marcellus II passed away in,253,12300,False,7.557581
cf_2297,known,Antonio Gramsci died at,253,12300,False,6.8118377
cf_18440,known,Jarkko Nieminen has a citizenship from,25270,25270,True,4.888995
cf_18440,known,"Curt Lincoln, who is a citizen of",253,253,True,1.8901862
cf_18440,known,"Kimi Räikkönen, who is a citizen of",25270,25270,True,3.6947207
cf_18440,known,"Johanna Hyöty, who is a citizen of",25270,25270,True,2.8187366
cf_18440,known,"Emma Laine, who holds a citizenship from",253,6144,False,4.221139
cf_18440,known,"Essi Laine, who holds a citizenship from",253,6181,False,4.5800915
cf_18440,known,Katariina Tuohimaa holds a citizenship from,253,25270,False,4.921433
cf_18440,known,"Kimi Räikkönen, a citizen of",25270,25270,True,2.6660278
cf_18440,known,Harri Heliövaara has a citizenship from,25270,25270,True,5.4157505
cf_18440,known,"Ella Leivo, who has a citizenship from",253,16842,False,4.014951
cf_13544,known,route 6 is located in,253,6112,False,4.4090204
cf_13544,known,Royal Exhibition Building and Carlton Gardens is in,253,21818,False,7.3364573
cf_13544,known,route 96 is in,253,7758,False,5.0251055
cf_13544,known,The location of Vision Australia is,275,21818,False,8.5974865
cf_13544,known,route 16 is in,253,3060,False,5.318797
cf_13544,known,Where is College of Intensive Care Medicine? It is located in,253,35889,False,3.426817
cf_13544,known,Jessie McPherson Private Hospital is located in,253,13533,False,4.8707967
cf_13544,known,College of Intensive Care Medicine is in,253,8068,False,7.8286877
cf_13544,known,Jessie McPherson Private Hospital can be found in,253,13533,False,5.0386887
cf_13544,known,Hellenic Museum is located in,253,27411,False,8.507255
cf_15601,known,Myanmar is in,253,10497,False,9.746106
cf_15601,known,Japan is in,253,10497,False,6.7492337
cf_15601,known,Egypt is located in the continent,273,7531,False,4.017382
cf_15601,known,Georgia is located in the continent,273,7531,False,3.2787023
cf_15601,known,Vietnam belongs to the continent of,10497,10497,True,2.557446
cf_15601,known,Egypt belongs to the continent of,7531,7531,True,1.4423395
cf_15601,known,"Iran, in",253,10497,False,8.137436
cf_15601,known,Israel is located in the continent,273,10497,False,2.8667848
cf_15601,known,Japan is located in,253,10497,False,5.6042805
cf_15601,known,Japan is a part of the continent of,10497,10497,True,1.8173025
cf_13328,known,"Prussia's capital city,",253,12911,False,6.91852
cf_13328,known,The capital city of Weimar Republic is,253,12911,False,11.759563
cf_13328,known,The capital of Kingdom of Prussia is,4441,12911,False,12.709768
cf_13328,known,Gau Berlin's capital is,247,12911,False,13.024278
cf_13328,known,"Free State of Prussia's capital city,",12911,12911,True,6.7590156
cf_13328,known,The capital city of Province of Brandenburg is,4441,12911,False,10.890551
cf_13328,known,"North German Confederation, which has the capital",273,12911,False,6.388927
cf_13328,known,"Province of Brandenburg's capital,",253,12911,False,7.5269947
cf_13328,known,Province of Brandenburg's capital city is,253,12911,False,9.647547
cf_13328,known,"Free State of Prussia, which has the capital",273,12911,False,8.790126
cf_4700,known,The language of Swingers was,417,4383,False,9.734364
cf_4700,known,The original language of Ex Drummer was,346,5112,False,8.690815
cf_4700,known,The language of Visions of Europe is,247,5112,False,7.6981506
cf_4700,known,The original language of Visions of Europe was,3542,5112,False,7.321571
cf_4700,known,The original language of Mariken was,346,5112,False,8.456736
cf_4700,known,The original language of The Misfortunates is,247,4383,False,8.245432
cf_4700,known,The language of Moordwijven was,417,13986,False,10.712603
cf_4700,known,The language of Daens is,417,5112,False,9.25699
cf_4700,known,The language of Long Live the Queen was,3542,4383,False,9.0296755
cf_4700,known,The original language of Daens was,346,5112,False,8.567259
cf_2566,known,"In Maloye Baydavletovo, the language spoken is",247,7247,False,8.300897
cf_2566,known,The official language of Idyash is,253,6692,False,5.8734045
cf_2566,known,The law in Akdavletovo declares the language,273,7247,False,9.1571865
cf_2566,known,The official language of Novopavlovka is,7247,7247,True,5.4152923
cf_2566,known,The law in Sagitovo declares the language,273,7247,False,9.075316
cf_2566,known,The law in Bishtiryak declares the language,273,31534,False,7.9230127
cf_2566,known,"In Arsyonovo, they understand",326,7247,False,8.906476
cf_2566,known,"In Yuldybayevo, the language spoken is",714,7247,False,8.11417
cf_2566,known,The official language of Kalininsky is,7247,7247,True,5.2974863
cf_2566,known,"In Nizhnyaya Bikberda, they understand",326,7247,False,6.8600183
cf_16262,known,Nukku-Matti ja Herra Kuu was written in,253,36090,False,10.540958
cf_16262,known,Turkulainen is written in,253,36090,False,6.2948794
cf_16262,known,The language of Varasteleva joulupukki is,417,7247,False,10.48372
cf_16262,known,Ilta Savoyssa is written in,253,28191,False,5.798854
cf_16262,known,Satumaa was written in,253,30907,False,5.752464
cf_16262,known,The language of YSA - General Finnish Thesaurus was,908,36090,False,11.635153
cf_16262,known,The language of Tappajan näköinen mies is,247,34861,False,9.179676
cf_16262,known,Tähdet ja avaruus was written in,253,18416,False,6.8700743
cf_16262,known,Ei was written in,253,6692,False,6.807258
cf_16262,known,Tappajan näköinen mies is written in,253,34861,False,6.677759
cf_1098,known,Troy Smith plays in the position of,247,22385,False,8.112879
cf_1098,known,"Aaron Brooks, who plays the position",273,22385,False,8.701857
cf_1098,known,Charlie Batch plays in the position of,247,22385,False,8.328167
cf_1098,known,Bob Guiney plays as,247,31021,False,7.0489597
cf_1098,known,"Charlie Batch, who plays the position",273,22385,False,7.7198334
cf_1098,known,Brian Griese plays as,247,22385,False,9.932172
cf_1098,known,Charlie Conerly plays in the position of,247,22385,False,6.254656
cf_1098,known,Byron Leftwich plays in the position of,253,29417,False,5.132243
cf_1098,known,Brian Griese plays in the position of,247,22385,False,8.578353
cf_1098,known,"David Garrard, the",3438,22385,False,4.6155047
cf_670,known,The New Normal was originally aired on,253,22303,False,6.53407
cf_670,known,Scrubs premieres on,253,21946,False,4.8639917
cf_670,known,Forbidden Passions premiered on,27199,21946,False,4.844803
cf_670,known,Cartoon All-Stars to the Rescue is to debut on,253,22303,False,4.5095243
cf_670,known,The Menagerie debuted on,253,21946,False,6.3741846
cf_670,known,Law & Order: LA was released on,17509,22303,False,5.4423757
cf_670,known,"Friends, season 7 was released on",17509,22303,False,5.761375
cf_670,known,Sisters was released on,253,21946,False,3.32568
cf_670,known,Noah's Ark premieres on,25456,22303,False,5.416022
cf_670,known,Medium premieres on,253,41069,False,5.0726295
cf_15019,known,Russia national association football team is a member of,253,38075,False,6.5616064
cf_15019,known,Russia national association football team belongs to the organization of,253,38075,False,8.439333
cf_15019,known,Israel Football Association is a part of the,15794,38075,False,9.436463
cf_15019,known,Latvian Football Federation is a part of the,5284,38075,False,8.065105
cf_15019,known,Bolivian Football Federation is affiliated with the,15794,38075,False,7.892951
cf_15019,known,Football Federation Australia is a part of the,9943,38075,False,4.036426
cf_15019,known,National Autonomous Federation of Football of Honduras is affiliated with the,44509,38075,False,7.764496
cf_15019,known,New Zealand Football is affiliated with,253,38075,False,7.815965
cf_15019,known,Turkish Football Federation is a member of,253,38075,False,6.7584467
cf_15019,known,New Zealand Football is a member of,253,38075,False,6.790375
cf_4738,known,"Bleach: Hell Verse, that originated in",253,4047,False,5.528182
cf_4738,known,"Pokémon, that was from",253,26862,False,8.085326
cf_4738,known,"Bleach: Hell Verse, that was from",253,6112,False,2.3623714
cf_4738,known,"Charisma, that was from",253,20242,False,2.6571414
cf_4738,known,Visions of Light was from,253,22303,False,4.240288
cf_4738,known,"Project A-ko, that was developed in",253,6692,False,6.5825195
cf_4738,known,Gurren Lagann was from,253,8068,False,4.2572327
cf_4738,known,"Naruto, that originated in",253,4047,False,4.869003
cf_4738,known,"Super Mario Bros., that was developed in",253,26862,False,6.6254187
cf_4738,known,Death Note originated in,253,4693,False,4.5856934
cf_1351,known,"Wayne Rooney, the",5854,5854,True,2.9859855
cf_1351,known,Megan Rapinoe professionally plays the sport,273,20391,False,7.7185593
cf_1351,known,Ashley Cole professionally plays the sport,273,5842,False,7.333927
cf_1351,known,"Lothar Matthäus, the",806,20391,False,4.2494965
cf_1351,known,George Best is a professional,8406,14623,False,4.768548
cf_1351,known,Lothar Matthäus professionally plays the sport,273,20391,False,8.241221
cf_1351,known,Wayne Rooney plays,323,5842,False,7.6383443
cf_1351,known,Tim Cahill plays,323,19971,False,6.6224794
cf_1351,known,"Ashley Cole, the",3438,5842,False,3.892991
cf_1351,known,Andrea Pirlo professionally plays the sport,273,20391,False,7.301505
cf_10579,known,Ben Wallace used to work in,247,4693,False,6.9242063
cf_10579,known,Nick Boles used to work in,253,18267,False,5.9117007
cf_10579,known,Graham Brady worked in,253,4693,False,5.1054525
cf_10579,known,George Clarkson Stanfield worked in the city of,4693,4693,True,7.6250963
cf_10579,known,Kevin Brennan was employed in,253,29539,False,5.771781
cf_10579,known,Ben Wallace took up work in,253,4693,False,5.0086055
cf_10579,known,Julian Brazier used to work in,253,4693,False,7.7367134
cf_10579,known,Kevin Brennan used to work in,253,8068,False,6.292
cf_10579,known,"Clementine Churchill, Baroness Spencer-Churchill worked in",253,4693,False,5.2092366
cf_10579,known,Ben Wallace found employment in,253,4693,False,4.556971
cf_7295,known,Frank Morley's expertise is,275,23065,False,8.708763
cf_7295,known,The expertise of Werner Fenchel is,440,23065,False,8.545461
cf_7295,known,Werner Fenchel's domain of activity is,281,20162,False,6.137208
cf_7295,known,The domain of work of Victor Zalgaller is,253,12353,False,7.5261784
cf_7295,known,Isaak Yaglom's domain of work is,253,23065,False,6.6252966
cf_7295,known,Grégoire de Saint-Vincent's area of work is,281,31525,False,6.03599
cf_7295,known,Theodosius of Bithynia specializes in,253,31525,False,4.431342
cf_7295,known,Mario Pieri specializes in,253,20937,False,4.901289
cf_7295,known,The expertise of Grégoire de Saint-Vincent is,973,31525,False,6.8955173
cf_7295,known,Victor Zalgaller specializes in,253,12057,False,4.6492147
cf_1901,known,Raymond Barre spoke the language,273,5112,False,9.552726
cf_1901,known,Jean Auguste Dominique Ingres spoke the language,273,5112,False,10.226575
cf_1901,known,Montesquieu is a native speaker of,5112,5112,True,2.723259
cf_1901,known,The mother tongue of Élisée Reclus is,247,5112,False,11.889578
cf_1901,known,The mother tongue of Ferdinand de Saussure is,253,5112,False,10.4569235
cf_1901,known,The native language of Louis Antoine de Saint-Just is,5112,5112,True,8.058592
cf_1901,known,The native language of Léon Blum is,5112,5112,True,6.5675306
cf_1901,known,The mother tongue of François Bayrou is,247,5112,False,10.877806
cf_1901,known,The native language of Jean-Luc Picard is,5112,5112,True,5.5583706
cf_1901,known,Jean Auguste Dominique Ingres is a native speaker of,5112,5112,True,2.1147885
cf_2144,known,Google Cloud Search is owned by,5559,5559,True,3.016109
cf_2144,known,Cloud Dataprep is owned by,253,21314,False,5.7791324
cf_2144,known,Cloud Build is owned by,253,9664,False,6.5148916
cf_2144,known,"Google Vault, from",253,8217,False,6.7352934
cf_2144,known,Cloud Datalab's owner,13,21314,False,4.042968
cf_2144,known,Google One's owner,13,5559,False,8.312549
cf_2144,known,Google Genomics is from,253,5559,False,5.6758766
cf_2144,known,Firebase Authentication is from,253,5559,False,7.503722
cf_2144,known,"Google Genomics, from",253,5559,False,6.1447163
cf_2144,known,"Google Stadia, from",534,5559,False,7.5243835
cf_295,known,Hauschka plays,247,36608,False,9.194623
cf_295,known,"Conrad Hansen, playing the",2554,18542,False,6.42298
cf_295,known,Peter Igelhoff plays the,2554,12609,False,7.4046154
cf_295,known,"Laci Boldemann, playing the",2554,36608,False,6.9989414
cf_295,known,"Joseph Fischhof, the",3438,12353,False,3.7917218
cf_295,known,"Ingrid Haebler, the",6423,29417,False,3.7514062
cf_295,known,Leopold von Meyer performs on the,18542,18542,True,8.835406
cf_295,known,Nikolai Rimsky-Korsakov performs on the,3924,18542,False,6.153982
cf_295,known,Peter Igelhoff performs on the,3924,18542,False,8.70775
cf_295,known,Christoph Nichelmann performs on the,3924,18542,False,9.2282715
cf_4056,known,Creme Fresh is in,253,8068,False,5.2706223
cf_4056,known,Center for Integrated Protein Science Munich can be found in,253,32000,False,9.354609
cf_4056,known,St. Johann Baptist (Solln) is located in,253,6176,False,5.6857104
cf_4056,known,Dachauer Straße is within,7824,42471,False,11.2044735
cf_4056,known,Christkönig (München) is in,253,6176,False,7.639186
cf_4056,known,Center for Digital Technology and Management can be found in,253,18496,False,4.3525963
cf_4056,known,Corps Suevo-Guestphalia München is within,253,6176,False,9.680675
cf_4056,known,"Club Arc Alpin, in",253,18908,False,5.856504
cf_4056,known,Creme Fresh is located in,253,8068,False,4.932301
cf_4056,known,Corps Cisaria is in,253,12300,False,9.1297655
cf_5812,known,Alī ibn Abī Ṭālib follows the religion of,253,8033,False,7.406199
cf_5812,known,Hamid Karzai follows the religion of,8033,8033,True,3.3017378
cf_5812,known,saint is follower of,253,10503,False,4.1206903
cf_5812,known,Johann Ludwig Burckhardt follows the religion of,253,20242,False,6.491515
cf_5812,known,Yasser Arafat follows the religion of,253,8033,False,5.9180503
cf_5812,known,The official religion of Omar Khayyám is,8033,8033,True,7.0470304
cf_5812,known,The official religion of Rumi is,8033,8033,True,7.3299694
cf_5812,known,Abd al-Malik ibn Marwan is follower of,253,8033,False,6.532298
cf_5812,known,The official religion of Usman ibn Affan is,8033,8033,True,8.514625
cf_5812,known,Rumi is affiliated with the religion,273,8033,False,8.102654
cf_5139,known,The headquarter of Western Union is in,253,8068,False,4.2530856
cf_5139,known,Janus Capital Group is headquartered in,1457,8068,False,2.8657632
cf_5139,known,Metropolitan State University of Denver is based in,20734,20734,True,5.799143
cf_5139,known,"The Denver Post, whose headquarters are in",253,20734,False,7.636164
cf_5139,known,The headquarter of Roman Catholic Archdiocese of Denver is in,253,20734,False,6.9273014
cf_5139,known,Aimco is based in,253,6144,False,3.8394713
cf_5139,known,"University of Colorado, whose headquarters are in",253,20734,False,4.564429
cf_5139,known,"Newmont Mining Corporation, whose headquarters are in",1457,20734,False,4.056626
cf_5139,known,The headquarter of Up with People is in,253,13533,False,4.7189364
cf_5139,known,"The North Face, Inc., whose headquarters are in",253,8068,False,2.154893
cf_4349,known,Grosseto is located in the country of,308,9972,False,8.912806
cf_4349,known,"Ascoli Piceno, which is located in",253,9972,False,7.094164
cf_4349,known,Val della Torre is located in the country of,308,9972,False,6.758049
cf_4349,known,"Lanciano, which is located in",253,9972,False,8.15445
cf_4349,known,"Catalan, in",253,9883,False,5.8955
cf_4349,known,Empoli is located in,253,9972,False,8.603964
cf_4349,known,Rovigo is located in,253,9972,False,6.633292
cf_4349,known,Livorno is located in,253,9972,False,7.1246324
cf_4349,known,Ascoli Piceno is located in,253,9972,False,5.6877956
cf_4349,known,Pordenone is located in,253,9972,False,8.383655
cf_872,known,"Nokia 1200, created by",41720,41720,True,7.2235317
cf_872,known,Nokia Asha 205 is a product of,41720,41720,True,6.290044
cf_872,known,Nokia N80 is created by,41720,41720,True,7.7412367
cf_872,known,"Nokia Asha 205, developed by",41720,41720,True,6.905917
cf_872,known,"Nokia 7270, produced by",41720,41720,True,7.2072916
cf_872,known,"Nokia 2330 Classic, developed by",41720,41720,True,6.842355
cf_872,known,Nokia 7270 is produced by,41720,41720,True,6.749627
cf_872,known,Nokia C2-03 is a product of,41720,41720,True,6.296567
cf_872,known,Nokia 6130 is produced by,41720,41720,True,6.1312
cf_872,known,"Nokia 6610, developed by",41720,41720,True,6.7811837
cf_6596,known,Nexus One was a product of,253,8217,False,7.8698444
cf_6596,known,Picasa is developed by,253,5559,False,4.356371
cf_6596,known,V8 is created by,253,5559,False,10.100504
cf_6596,known,"Google Chrome, a product created by",5559,5559,True,3.2254562
cf_6596,known,Go was developed by,253,33399,False,6.237801
cf_6596,known,Google Calendar was created by,5559,5559,True,7.0410757
cf_6596,known,"Chrome OS, developed by",5559,5559,True,4.096712
cf_6596,known,"Nexus 7, a product of",253,5559,False,4.5821495
cf_6596,known,Google Maps was developed by,5559,5559,True,5.612524
cf_6596,known,"Blogger, created by",187,5559,False,3.8310204
cf_10477,known,Pauline Viardot is originally from,253,7785,False,5.62721
cf_10477,known,Catherine of Cleves was native to,253,6181,False,3.922759
cf_10477,known,Henry E. Sigerist was originally from,253,8068,False,4.913014
cf_10477,known,Franz Theodor Doflein is native to,253,6176,False,4.059805
cf_10477,known,Charles Jacque is native to,253,24604,False,5.035386
cf_10477,known,Gabriel Bertrand was born in,1283,7785,False,7.6024094
cf_10477,known,Germaine de Staël is originally from,253,6181,False,6.026257
cf_10477,known,Henry E. Sigerist was native to,253,8068,False,4.9089584
cf_10477,known,Henry Louis Le Châtelier originates from,253,7785,False,8.154555
cf_10477,known,Boniface de Castellane is native to,253,6181,False,6.2177963
cf_4338,known,Horace François Bastien Sébastiani de La Porta lost their life at,253,7785,False,4.7308764
cf_4338,known,Willy Maywald died in,247,8068,False,7.38478
cf_4338,known,Adolphe Niel died in,1283,7785,False,7.5025215
cf_4338,known,Diane de France succumbed at,253,7785,False,5.7639303
cf_4338,known,Willy Maywald lost their life at,253,12911,False,4.0133457
cf_4338,known,Jean-Xavier Lefèvre passed away in,521,7785,False,8.0075
cf_4338,known,Wilhelm Fröhner passed away at,253,12911,False,7.1628666
cf_4338,known,Wilhelm Fröhner passed away in,247,12911,False,7.398326
cf_4338,known,Ernst Weiss's life ended in,247,12911,False,7.939262
cf_4338,known,Gabriel Fauré died in,7785,7785,True,8.897224
cf_9467,known,"Johannes Lid, who holds a citizenship from",253,6176,False,3.79021
cf_9467,known,"Leonhard Hess Stejneger, who holds a citizenship from",253,6176,False,4.155018
cf_9467,known,"Ernst Jacobsthal, who has a citizenship from",253,6176,False,5.4028816
cf_9467,known,Magnus Wolff Eikrem has a citizenship from,253,20341,False,3.3580923
